Company,Foreign,Data Source,Form Type,Filing date,Period end,R&D Expenses,Revenue,Cost of Revenue,URL
Adobe Inc.,False,SEC EDGAR,10-Q,2023-06-28,2023-06-02,,4816.0,572.0,https://www.sec.gov/Archives/edgar/data/796343/000079634323000153/
Adobe Inc.,False,SEC EDGAR,10-Q,2023-09-27,2023-09-01,,4890.0,580.0,https://www.sec.gov/Archives/edgar/data/796343/000079634323000205/
Adobe Inc.,False,SEC EDGAR,10-Q,2024-03-27,2024-03-01,,5182.0,590.0,https://www.sec.gov/Archives/edgar/data/796343/000079634324000065/
Adobe Inc.,False,SEC EDGAR,10-Q,2024-06-26,2024-05-31,,5309.0,598.0,https://www.sec.gov/Archives/edgar/data/796343/000079634324000150/
Adobe Inc.,False,SEC EDGAR,10-Q,2024-09-25,2024-08-30,,5408.0,554.0,https://www.sec.gov/Archives/edgar/data/796343/000079634324000208/
Adobe Inc.,False,SEC EDGAR,10-Q,2025-03-26,2025-02-28,,5714.0,622.0,https://www.sec.gov/Archives/edgar/data/796343/000079634325000059/
Adobe Inc.,False,SEC EDGAR,10-Q,2025-06-25,2025-05-30,,5873.0,638.0,https://www.sec.gov/Archives/edgar/data/796343/000079634325000073/
Adobe Inc.,False,SEC EDGAR,10-Q,2025-09-24,2025-08-29,,5988.0,642.0,https://www.sec.gov/Archives/edgar/data/796343/000079634325000107/
Adobe Inc.,False,SEC EDGAR,10-Q,2026-03-25,2026-02-27,,6398.0,664.0,https://www.sec.gov/Archives/edgar/data/796343/000079634326000056/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2010-08-04,2010-06-26,371.0,1653.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312510177386/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2010-11-03,2010-09-25,359.0,1618.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312510246357/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2011-05-10,2011-04-02,367.0,1613.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312511134452/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2011-08-10,2011-07-02,367.0,1574.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312511218202/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2011-11-09,2011-10-01,361.0,1690.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312511304833/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2012-05-09,2012-03-31,368.0,1585.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312512222047/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2012-08-02,2012-06-30,345.0,1413.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312512332074/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2012-11-01,2012-09-29,328.0,1269.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312512446647/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2013-05-06,2013-03-30,312.0,1088.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312513201635/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2013-08-01,2013-06-29,308.0,1161.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312513315281/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2013-10-30,2013-09-28,288.0,1461.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312513418892/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2014-05-01,2014-03-29,279.0,1397.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312514177314/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2014-07-31,2014-06-28,277.0,1441.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312514289796/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2014-10-30,2014-09-27,278.0,1429.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312514389701/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2015-04-29,2015-03-28,242.0,1030.0,,https://www.sec.gov/Archives/edgar/data/2488/000119312515156842/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2015-07-30,2015-06-27,235.0,942.0,,https://www.sec.gov/Archives/edgar/data/2488/000162828015005620/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2015-11-03,2015-09-26,241.0,1061.0,,https://www.sec.gov/Archives/edgar/data/2488/000000248815000067/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2016-04-28,2016-03-26,242.0,832.0,,https://www.sec.gov/Archives/edgar/data/2488/000000248816000124/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2016-07-26,2016-06-25,243.0,1027.0,,https://www.sec.gov/Archives/edgar/data/2488/000000248816000213/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2016-10-26,2016-09-24,259.0,1307.0,,https://www.sec.gov/Archives/edgar/data/2488/000000248816000263/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2017-05-08,2017-04-01,266.0,984.0,,https://www.sec.gov/Archives/edgar/data/2488/000000248817000107/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2017-08-03,2017-07-01,279.0,1222.0,,https://www.sec.gov/Archives/edgar/data/2488/000000248817000156/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2017-11-02,2017-09-30,315.0,1643.0,,https://www.sec.gov/Archives/edgar/data/2488/000000248817000227/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2018-05-03,2018-03-31,343.0,1647.0,,https://www.sec.gov/Archives/edgar/data/2488/000000248818000068/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2018-08-02,2018-06-30,357.0,1756.0,1104.0,https://www.sec.gov/Archives/edgar/data/2488/000000248818000128/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2018-10-31,2018-09-29,363.0,1653.0,992.0,https://www.sec.gov/Archives/edgar/data/2488/000000248818000189/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2019-05-01,2019-03-30,373.0,1272.0,751.0,https://www.sec.gov/Archives/edgar/data/2488/000000248819000045/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2019-07-31,2019-06-29,373.0,1531.0,910.0,https://www.sec.gov/Archives/edgar/data/2488/000000248819000104/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2019-10-30,2019-09-28,406.0,1801.0,1024.0,https://www.sec.gov/Archives/edgar/data/2488/000000248819000159/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2020-04-29,2020-03-28,442.0,1786.0,968.0,https://www.sec.gov/Archives/edgar/data/2488/000000248820000051/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2020-07-29,2020-06-27,460.0,1932.0,1084.0,https://www.sec.gov/Archives/edgar/data/2488/000000248820000103/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2020-10-28,2020-09-26,508.0,2801.0,1571.0,https://www.sec.gov/Archives/edgar/data/2488/000000248820000164/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2021-04-28,2021-03-27,610.0,3445.0,1858.0,https://www.sec.gov/Archives/edgar/data/2488/000000248821000056/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2021-07-28,2021-06-26,659.0,3850.0,2020.0,https://www.sec.gov/Archives/edgar/data/2488/000000248821000116/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2021-10-27,2021-09-25,765.0,4313.0,2227.0,https://www.sec.gov/Archives/edgar/data/2488/000000248821000178/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2022-05-04,2022-03-26,1060.0,5887.0,3069.0,https://www.sec.gov/Archives/edgar/data/2488/000000248822000078/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2022-08-03,2022-06-25,1300.0,6550.0,3522.0,https://www.sec.gov/Archives/edgar/data/2488/000000248822000123/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2022-11-02,2022-09-24,1279.0,5565.0,3211.0,https://www.sec.gov/Archives/edgar/data/2488/000000248822000170/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2023-05-03,2023-04-01,1411.0,5353.0,2994.0,https://www.sec.gov/Archives/edgar/data/2488/000000248823000076/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2023-08-02,2023-07-01,1443.0,5359.0,2916.0,https://www.sec.gov/Archives/edgar/data/2488/000000248823000139/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2023-11-01,2023-09-30,1507.0,5800.0,3053.0,https://www.sec.gov/Archives/edgar/data/2488/000000248823000195/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2024-05-01,2024-03-30,1525.0,5473.0,2913.0,https://www.sec.gov/Archives/edgar/data/2488/000000248824000056/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2024-07-31,2024-06-29,1583.0,5835.0,2971.0,https://www.sec.gov/Archives/edgar/data/2488/000000248824000123/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2024-10-30,2024-09-28,1636.0,6819.0,3400.0,https://www.sec.gov/Archives/edgar/data/2488/000000248824000163/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2025-05-07,2025-03-29,1728.0,7438.0,3702.0,https://www.sec.gov/Archives/edgar/data/2488/000000248825000047/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2025-08-06,2025-06-28,1894.0,7685.0,4626.0,https://www.sec.gov/Archives/edgar/data/2488/000000248825000108/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2025-11-05,2025-09-27,2139.0,9246.0,4466.0,https://www.sec.gov/Archives/edgar/data/2488/000000248825000166/
"Advanced Micro Devices, Inc.",False,SEC EDGAR,10-Q,2026-05-06,2026-03-28,2397.0,10253.0,4837.0,https://www.sec.gov/Archives/edgar/data/2488/000000248826000076/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2020-11-20,2020-09-25,25.13,136.65,74.88,https://www.sec.gov/Archives/edgar/data/866291/000086629120000011/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2021-02-02,2020-12-25,31.0,164.45,90.02,https://www.sec.gov/Archives/edgar/data/866291/000086629121000007/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2021-07-30,2021-06-25,29.55,188.14,93.98,https://www.sec.gov/Archives/edgar/data/866291/000086629121000038/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2021-10-29,2021-09-24,29.59,193.61,91.08,https://www.sec.gov/Archives/edgar/data/866291/000086629121000046/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2022-02-02,2021-12-24,30.3,186.63,85.46,https://www.sec.gov/Archives/edgar/data/866291/000086629122000008/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2022-08-01,2022-06-24,33.86,217.75,99.38,https://www.sec.gov/Archives/edgar/data/866291/000086629122000033/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2022-10-31,2022-09-23,35.57,237.67,83.96,https://www.sec.gov/Archives/edgar/data/866291/000086629122000052/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2023-02-01,2022-12-23,39.59,248.79,84.78,https://www.sec.gov/Archives/edgar/data/866291/000086629123000006/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2023-08-04,2023-06-30,42.98,278.29,120.34,https://www.sec.gov/Archives/edgar/data/866291/000086629123000054/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2023-11-06,2023-09-29,43.43,275.51,114.09,https://www.sec.gov/Archives/edgar/data/866291/000095017023059019/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2024-02-06,2023-12-29,44.4,254.98,121.16,https://www.sec.gov/Archives/edgar/data/866291/000095017024011712/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2024-08-02,2024-06-28,45.2,166.92,92.15,https://www.sec.gov/Archives/edgar/data/866291/000095017024089610/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2024-11-01,2024-09-27,43.51,187.39,101.73,https://www.sec.gov/Archives/edgar/data/866291/000095017024119808/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2025-01-31,2024-12-27,43.32,177.87,96.66,https://www.sec.gov/Archives/edgar/data/866291/000095017025011434/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2025-08-01,2025-06-27,46.5,203.41,112.1,https://www.sec.gov/Archives/edgar/data/866291/000095017025101117/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2025-10-31,2025-09-26,50.89,214.29,115.0,https://www.sec.gov/Archives/edgar/data/866291/000119312525259807/
"Allegro MicroSystems, Inc.",False,SEC EDGAR,10-Q,2026-01-30,2025-12-26,52.88,229.21,122.11,https://www.sec.gov/Archives/edgar/data/866291/000119312526030636/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2011-02-02,2010-12-31,,211.0,,https://www.sec.gov/Archives/edgar/data/1417398/000095012311008323/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2011-05-04,2011-03-31,,230.0,,https://www.sec.gov/Archives/edgar/data/1417398/000110465911025772/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2011-08-08,2011-06-30,,211.2,,https://www.sec.gov/Archives/edgar/data/1417398/000110465911044872/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2012-02-01,2011-12-31,,231.6,,https://www.sec.gov/Archives/edgar/data/1417398/000110465912005867/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2012-05-07,2012-03-31,,259.7,,https://www.sec.gov/Archives/edgar/data/1417398/000110465912033824/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2012-08-01,2012-06-30,,238.4,,https://www.sec.gov/Archives/edgar/data/1417398/000110465912053228/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2013-02-04,2012-12-31,,305.2,,https://www.sec.gov/Archives/edgar/data/1417398/000110465913007194/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2013-05-08,2013-03-31,,398.5,,https://www.sec.gov/Archives/edgar/data/1417398/000110465913038834/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2013-08-05,2013-06-30,,408.8,,https://www.sec.gov/Archives/edgar/data/1417398/000110465913059889/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2014-02-04,2013-12-31,,384.9,,https://www.sec.gov/Archives/edgar/data/1417398/000110465914006364/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2014-05-05,2014-03-31,,396.8,,https://www.sec.gov/Archives/edgar/data/1417398/000110465914034612/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2014-08-06,2014-06-30,,416.8,,https://www.sec.gov/Archives/edgar/data/1417398/000110465914057601/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2015-02-04,2014-12-31,,401.5,,https://www.sec.gov/Archives/edgar/data/1417398/000141739815000007/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2015-05-11,2015-03-31,,404.6,,https://www.sec.gov/Archives/edgar/data/1417398/000141739815000021/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2015-08-05,2015-06-30,,398.7,,https://www.sec.gov/Archives/edgar/data/1417398/000141739815000037/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2016-02-02,2015-12-31,,351.7,,https://www.sec.gov/Archives/edgar/data/1417398/000141739816000056/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2016-05-03,2016-03-31,,387.0,,https://www.sec.gov/Archives/edgar/data/1417398/000141739816000067/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2016-08-03,2016-06-30,,371.0,,https://www.sec.gov/Archives/edgar/data/1417398/000141739816000077/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2017-02-01,2016-12-31,,356.1,,https://www.sec.gov/Archives/edgar/data/1417398/000141739817000007/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2017-05-03,2017-03-31,,395.3,,https://www.sec.gov/Archives/edgar/data/1417398/000141739817000022/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2017-08-02,2017-06-30,,395.9,,https://www.sec.gov/Archives/edgar/data/1417398/000141739817000030/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2018-01-31,2017-12-31,,397.2,,https://www.sec.gov/Archives/edgar/data/1417398/000141739818000013/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2018-05-02,2018-03-31,,452.2,,https://www.sec.gov/Archives/edgar/data/1417398/000141739818000023/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2018-08-01,2018-06-30,,446.0,,https://www.sec.gov/Archives/edgar/data/1417398/000141739818000032/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2019-01-29,2018-12-31,,410.3,263.3,https://www.sec.gov/Archives/edgar/data/1417398/000141739819000007/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2019-05-01,2019-03-31,,464.6,303.7,https://www.sec.gov/Archives/edgar/data/1417398/000141739819000019/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2019-07-31,2019-06-30,,446.6,298.2,https://www.sec.gov/Archives/edgar/data/1417398/000141739819000029/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2020-02-06,2019-12-31,,566.9,395.1,https://www.sec.gov/Archives/edgar/data/1417398/000141739820000014/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2020-05-06,2020-03-31,,648.9,455.2,https://www.sec.gov/Archives/edgar/data/1417398/000141739820000026/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2020-08-05,2020-06-30,,607.5,400.2,https://www.sec.gov/Archives/edgar/data/1417398/000141739820000036/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2021-02-03,2020-12-31,,692.5,448.3,https://www.sec.gov/Archives/edgar/data/1417398/000141739821000010/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2021-05-04,2021-03-31,,722.3,476.4,https://www.sec.gov/Archives/edgar/data/1417398/000141739821000024/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2021-08-04,2021-06-30,,695.1,469.2,https://www.sec.gov/Archives/edgar/data/1417398/000141739821000034/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2022-02-02,2021-12-31,,728.4,491.1,https://www.sec.gov/Archives/edgar/data/1417398/000141739822000007/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2022-05-09,2022-03-31,,742.0,498.7,https://www.sec.gov/Archives/edgar/data/1417398/000141739822000014/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2022-08-03,2022-06-30,,720.6,489.3,https://www.sec.gov/Archives/edgar/data/1417398/000141739822000022/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2023-02-08,2022-12-31,,655.7,444.8,https://www.sec.gov/Archives/edgar/data/1417398/000141739823000011/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2023-05-08,2023-03-31,,690.9,461.6,https://www.sec.gov/Archives/edgar/data/1417398/000141739823000024/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2023-08-02,2023-06-30,,716.6,469.7,https://www.sec.gov/Archives/edgar/data/1417398/000141739823000035/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2024-02-05,2023-12-31,,773.3,522.3,https://www.sec.gov/Archives/edgar/data/1417398/000141739824000060/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2024-04-30,2024-03-31,,785.3,534.6,https://www.sec.gov/Archives/edgar/data/1417398/000141739824000137/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2024-08-07,2024-06-30,,786.6,520.2,https://www.sec.gov/Archives/edgar/data/1417398/000141739824000198/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2025-02-05,2024-12-31,,706.9,471.9,https://www.sec.gov/Archives/edgar/data/1417398/000141739825000063/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2025-04-29,2025-03-31,,715.9,479.5,https://www.sec.gov/Archives/edgar/data/1417398/000141739825000162/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2025-08-11,2025-06-30,,598.9,396.3,https://www.sec.gov/Archives/edgar/data/1417398/000141739825000195/
Alpha and Omega Semiconductor Limited,False,SEC EDGAR,10-Q,2026-02-09,2025-12-31,,550.2,366.5,https://www.sec.gov/Archives/edgar/data/1417398/000162828026006490/
Alphabet Inc.,False,SEC EDGAR,10-Q,2015-10-29,2015-09-30,3230.0,18675.0,7037.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204415000005/
Alphabet Inc.,False,SEC EDGAR,10-Q,2016-05-03,2016-03-31,3367.0,20257.0,7648.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000021/
Alphabet Inc.,False,SEC EDGAR,10-Q,2016-08-04,2016-06-30,3363.0,21500.0,8130.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000032/
Alphabet Inc.,False,SEC EDGAR,10-Q,2016-11-03,2016-09-30,3596.0,22451.0,8699.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204416000038/
Alphabet Inc.,False,SEC EDGAR,10-Q,2017-05-02,2017-03-31,3942.0,24750.0,9795.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000014/
Alphabet Inc.,False,SEC EDGAR,10-Q,2017-07-25,2017-06-30,4172.0,26010.0,10373.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000026/
Alphabet Inc.,False,SEC EDGAR,10-Q,2017-10-27,2017-09-30,4205.0,27772.0,11148.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204417000042/
Alphabet Inc.,False,SEC EDGAR,10-Q,2018-04-24,2018-03-31,5039.0,31146.0,13467.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000016/
Alphabet Inc.,False,SEC EDGAR,10-Q,2018-07-24,2018-06-30,5114.0,32657.0,13883.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000027/
Alphabet Inc.,False,SEC EDGAR,10-Q,2018-10-26,2018-09-30,5232.0,33740.0,14281.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204418000035/
Alphabet Inc.,False,SEC EDGAR,10-Q,2019-04-30,2019-03-31,6029.0,36339.0,16012.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204419000015/
Alphabet Inc.,False,SEC EDGAR,10-Q,2019-07-26,2019-06-30,6213.0,38944.0,17296.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204419000023/
Alphabet Inc.,False,SEC EDGAR,10-Q,2019-10-29,2019-09-30,6554.0,40499.0,17568.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204419000032/
Alphabet Inc.,False,SEC EDGAR,10-Q,2020-04-29,2020-03-31,6820.0,41159.0,18982.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000021/
Alphabet Inc.,False,SEC EDGAR,10-Q,2020-07-31,2020-06-30,6875.0,38297.0,18553.0,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000032/
