year,month,state,category,price
2013,4,CT,commercial,14.58
2013,5,CT,commercial,14.55
2013,6,CT,commercial,14.68
2013,7,CT,commercial,14.36
2013,8,CT,commercial,14.28
2013,9,CT,commercial,14.48
2013,10,CT,commercial,14.63
2013,11,CT,commercial,14.73
2013,12,CT,commercial,14.73
2014,1,CT,commercial,16.5
2014,2,CT,commercial,16.56
2014,3,CT,commercial,16.33
2014,4,CT,commercial,15.55
2014,5,CT,commercial,15.04
2014,6,CT,commercial,15.38
2014,7,CT,commercial,14.65
2014,8,CT,commercial,15.39
2014,9,CT,commercial,15.22
2014,10,CT,commercial,15.12
2014,11,CT,commercial,15.18
2014,12,CT,commercial,15.71
2015,1,CT,commercial,16.72
2015,2,CT,commercial,17.27
2015,3,CT,commercial,17.34
2015,4,CT,commercial,16.43
2015,5,CT,commercial,16.56
2015,6,CT,commercial,15.93
2015,7,CT,commercial,15.01
2015,8,CT,commercial,15.14
2015,9,CT,commercial,15.19
2015,10,CT,commercial,15.84
2015,11,CT,commercial,15.27
2015,12,CT,commercial,15.24
2016,1,CT,commercial,15.4
2016,2,CT,commercial,16.15
2016,3,CT,commercial,16.11
2016,4,CT,commercial,15.72
2016,5,CT,commercial,15.87
2016,6,CT,commercial,16.02
2016,7,CT,commercial,15.57
2016,8,CT,commercial,15.47
2016,9,CT,commercial,15.63
2016,10,CT,commercial,15.95
2016,11,CT,commercial,15.9
2016,12,CT,commercial,15.35
2017,1,CT,commercial,15.57
2017,2,CT,commercial,15.89
2017,3,CT,commercial,15.95
2017,4,CT,commercial,15.73
2017,5,CT,commercial,16.05
2017,6,CT,commercial,16.12
2017,7,CT,commercial,16.25
2017,8,CT,commercial,16.02
2017,9,CT,commercial,16.32
2017,10,CT,commercial,16.73
2017,11,CT,commercial,16.04
2017,12,CT,commercial,16.06
2018,1,CT,commercial,16.89
2018,2,CT,commercial,17.08
2018,3,CT,commercial,16.48
2018,4,CT,commercial,16.6
2018,5,CT,commercial,16.51
2018,6,CT,commercial,16.59
2018,7,CT,commercial,15.79
2018,8,CT,commercial,16.39
2018,9,CT,commercial,17.62
2018,10,CT,commercial,16.78
2018,11,CT,commercial,17.08
2018,12,CT,commercial,17.64
2019,1,CT,commercial,17.27
2019,2,CT,commercial,17.71
2019,3,CT,commercial,17.33
2019,4,CT,commercial,17.64
2019,5,CT,commercial,17.13
2019,6,CT,commercial,17.5
2019,7,CT,commercial,15.94
2019,8,CT,commercial,16.65
2019,9,CT,commercial,15.99
2019,10,CT,commercial,16.28
2019,11,CT,commercial,15.46
2019,12,CT,commercial,16.4
2020,1,CT,commercial,16.63
2020,2,CT,commercial,16.84
2020,3,CT,commercial,16.8
2020,4,CT,commercial,18.49
2020,5,CT,commercial,16.53
2020,6,CT,commercial,16.13
2020,7,CT,commercial,16.49
2020,8,CT,commercial,17.55
2020,9,CT,commercial,15.62
2020,10,CT,commercial,16.38
2020,11,CT,commercial,16.04
2020,12,CT,commercial,15.99
2021,1,CT,commercial,16.25
2021,2,CT,commercial,17.07
2021,3,CT,commercial,16.82
2021,4,CT,commercial,16.73
2021,5,CT,commercial,16.01
2021,6,CT,commercial,16.04
2021,7,CT,commercial,17.33
2021,8,CT,commercial,14.6
2021,9,CT,commercial,17.63
2021,10,CT,commercial,16.66
2021,11,CT,commercial,16.62
2021,12,CT,commercial,16.57
2022,1,CT,commercial,17.65
2022,2,CT,commercial,20.97
2022,3,CT,commercial,16.92
2022,4,CT,commercial,19.12
2022,5,CT,commercial,17.72
2022,6,CT,commercial,18.81
2022,7,CT,commercial,16.31
2022,8,CT,commercial,20.02
2022,9,CT,commercial,19.9
2022,10,CT,commercial,18.05
2022,11,CT,commercial,18.09
2022,12,CT,commercial,19.41
2023,1,CT,commercial,21.31
2023,2,CT,commercial,21.14
2023,3,CT,commercial,20.59
2023,4,CT,commercial,20.99
2023,5,CT,commercial,19.33
2023,6,CT,commercial,19.37
2023,7,CT,commercial,18.2
2023,8,CT,commercial,20.77
2023,9,CT,commercial,19.98
2023,10,CT,commercial,19.9
2023,11,CT,commercial,19.37
2023,12,CT,commercial,19.64
2024,1,CT,commercial,20.34
2024,2,CT,commercial,20.69
2024,3,CT,commercial,20.16
2024,4,CT,commercial,20.59
2024,5,CT,commercial,19.31
2024,6,CT,commercial,19.16
2024,7,CT,commercial,19.97
2024,8,CT,commercial,22.27
2024,9,CT,commercial,23.38
2024,10,CT,commercial,22.91
2024,11,CT,commercial,22.73
2024,12,CT,commercial,23.28
2025,1,CT,commercial,24.5
2025,2,CT,commercial,25.83
2025,3,CT,commercial,25.14
2025,4,CT,commercial,24.37
2025,5,CT,commercial,23.26
2025,6,CT,commercial,21.3
2025,7,CT,commercial,22.86
2025,8,CT,commercial,23.7
2025,9,CT,commercial,21.94
2025,10,CT,commercial,21.58
2025,11,CT,commercial,21.18
2025,12,CT,commercial,22.21
2026,1,CT,commercial,23.16
2013,4,CT,industrial,12.42
2013,5,CT,industrial,12.4
2013,6,CT,industrial,12.6
2013,7,CT,industrial,12.51
2013,8,CT,industrial,12.5
2013,9,CT,industrial,12.63
2013,10,CT,industrial,12.68
2013,11,CT,industrial,12.81
2013,12,CT,industrial,12.53
2014,1,CT,industrial,13.19
2014,2,CT,industrial,14.34
2014,3,CT,industrial,13.64
2014,4,CT,industrial,13.1
2014,5,CT,industrial,12.47
2014,6,CT,industrial,12.74
2014,7,CT,industrial,13.04
2014,8,CT,industrial,12.4
2014,9,CT,industrial,12.49
2014,10,CT,industrial,12.38
2014,11,CT,industrial,12.4
2014,12,CT,industrial,13.02
2015,1,CT,industrial,13.26
2015,2,CT,industrial,14.26
2015,3,CT,industrial,14.26
2015,4,CT,industrial,12.96
2015,5,CT,industrial,12.67
2015,6,CT,industrial,12.77
2015,7,CT,industrial,12.18
2015,8,CT,industrial,12.55
2015,9,CT,industrial,12.64
2015,10,CT,industrial,12.78
2015,11,CT,industrial,12.97
2015,12,CT,industrial,12.39
2016,1,CT,industrial,12.8
2016,2,CT,industrial,13.24
2016,3,CT,industrial,13.19
2016,4,CT,industrial,12.68
2016,5,CT,industrial,12.85
2016,6,CT,industrial,12.55
2016,7,CT,industrial,12.87
2016,8,CT,industrial,12.73
2016,9,CT,industrial,12.81
2016,10,CT,industrial,12.73
2016,11,CT,industrial,12.61
2016,12,CT,industrial,12.73
2017,1,CT,industrial,13.12
2017,2,CT,industrial,12.95
2017,3,CT,industrial,12.96
2017,4,CT,industrial,12.75
2017,5,CT,industrial,13.03
2017,6,CT,industrial,12.84
2017,7,CT,industrial,13.51
2017,8,CT,industrial,13.24
